start_ip,end_ip,join_key,asn,domain,name,type,country
168.181.200.0,168.181.203.255,168.181.0.0,AS265344,curionet.com.br,CURIO NET SERVICOS DE TELECOMUNICAÇÕES LTDA,isp,BR
82.117.252.0,82.117.255.255,82.117.0.0,AS204957,greenfloid.com,GREEN FLOID LLC,hosting,US
2400:2fde::,2400:2fde:3fff:ffff:ffff:ffff:ffff:ffff,2400:2fde::,AS17676,softbank.jp,SoftBank Corp.,isp,JP
198.46.103.0,198.46.127.255,198.46.0.0,AS6128,cablevision.com,Cablevision Systems Corp.,isp,US
2602:30e:8000::,2602:30e:bfff:ffff:ffff:ffff:ffff:ffff,2602:30e:8000::,AS7018,att.com,"AT&T Services, Inc.",isp,US
2a0d:a81:8000::,2a0d:a81:bfff:ffff:ffff:ffff:ffff:ffff,2a0d:a81:8000::,AS200851,bamboozle.me,Bamboozle Web Services MEA FZ-LLC,hosting,AE
2c0e:28d8:c000::,2c0e:28d8:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:28d8:c000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
103.27.236.0,103.27.239.255,103.27.0.0,AS131386,lvsolution.vn,Long Van System Solution JSC,hosting,VN
184.24.0.0,184.24.71.255,184.24.0.0,AS16625,akamai.com,"Akamai Technologies, Inc.",hosting,US
168.205.8.0,168.205.11.255,168.205.0.0,AS264676,siwireless.com,Sistemas Inalambricos S.A,isp,PA
2601:bb9::,2601:bb9:3fff:ffff:ffff:ffff:ffff:ffff,2601:bb9::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2604:edc0::,2604:edc0:3fff:ffff:ffff:ffff:ffff:ffff,2604:edc0::,AS40764,dnacom.com,"Digital Network Access Communications, INC",business,US
2001:16a2:c220::,2001:16a2:c24f:ffff:ffff:ffff:ffff:ffff,2001:16a2:c000::,AS39386,stc.com.sa,Saudi Telecom Company JSC,isp,SA
2601:2fc:8000::,2601:2fc:bfff:ffff:ffff:ffff:ffff:ffff,2601:2fc:8000::,AS33662,comcast.net,"Comcast Cable Communications, LLC",isp,US
2600:4097:8000::,2600:4097:bfff:ffff:ffff:ffff:ffff:ffff,2600:4097:8000::,AS701,verizonbusiness.com,Verizon Business,isp,US
218.30.45.0,218.30.61.255,218.30.0.0,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2800:2034:8000::,2800:2034:bfff:ffff:ffff:ffff:ffff:ffff,2800:2034:8000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
32.103.32.0,32.103.39.255,32.103.0.0,AS2687,att.com,AT&T Corp.,isp,US
2a02:26f7:f588::,2a02:26f7:f588:ffff:ffff:ffff:ffff:ffff,2a02:26f7:c000::,AS36183,akamai.com,"Akamai Technologies, Inc.",hosting,US
2a0b:8c80::,2a0b:8c80:3fff:ffff:ffff:ffff:ffff:ffff,2a0b:8c80::,AS206420,kabelservis.cz,KABEL servis Praha spol. s r.o.,isp,CZ
2c0e:2b5b:c000::,2c0e:2b5b:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:2b5b:c000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2601:49f:4000::,2601:49f:7fff:ffff:ffff:ffff:ffff:ffff,2601:49f:4000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a05:ed82::,2a05:ed82:3fff:ffff:ffff:ffff:ffff:ffff,2a05:ed82::,AS200278,kntinternet.de,Kai Rottleb,isp,DE
2603:f6f8:8000::,2603:f6f8:bfff:ffff:ffff:ffff:ffff:ffff,2603:f6f8:8000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
103.234.68.0,103.234.68.255,103.234.0.0,AS18229,ctrls.in,CtrlS,hosting,IN
2c0e:719:c000::,2c0e:719:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:719:c000::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
180.235.0.0,180.235.63.255,180.235.0.0,AS4685,asahi-net.jp,Asahi Net,isp,JP
2a06:ef80::,2a06:ef80:3fff:ffff:ffff:ffff:ffff:ffff,2a06:ef80::,AS197204,hitel.ru,TeleMaks Ltd,business,RU
123.30.202.0,123.30.229.255,123.30.0.0,AS45899,vnpt.vn,VNPT Corp,isp,VN
185.186.182.0,185.186.182.255,185.186.0.0,AS59723,vaecom.com,"Vaecom Telecomunicaciones, SL",isp,ES
2a07:3742:c000::,2a07:3742:ffff:ffff:ffff:ffff:ffff:ffff,2a07:3742:c000::,AS47132,innonet.at,Innonet ICT-Services GmbH,isp,AT
119.63.83.0,119.63.91.255,119.63.0.0,AS38794,uih.co.th,UIH,isp,TH
87.229.122.0,87.229.123.255,87.229.0.0,AS47159,cellkabel.hu,Celldomolki Kabeltelevizio Kft.,isp,HU
2804:1370:8000::,2804:1370:bfff:ffff:ffff:ffff:ffff:ffff,2804:1370:8000::,AS61901,rmrteleinformatica.com.br,RMR Assessoria Técnica em Teleinformática LTDA-ME,business,BR
2a04:c6:4000::,2a04:c6:7fff:ffff:ffff:ffff:ffff:ffff,2a04:c6:4000::,AS47123,tisparkle.com,TI Sparkle Turkey Telekomunukasyon A.S,isp,TR
200.124.42.0,200.124.43.255,200.124.0.0,AS18822,gtdmanquehue.com,Manquehuenet,isp,CL
2400:41af:4000::,2400:41af:7fff:ffff:ffff:ffff:ffff:ffff,2400:41af:4000::,AS4713,ntt.com,NTT Communications Corporation,isp,JP
2a00:4062:8000::,2a00:4062:bfff:ffff:ffff:ffff:ffff:ffff,2a00:4062:8000::,AS198102,x-stream.biz,XSTREAM SRL,isp,IT
159.117.166.0,159.117.191.255,159.117.0.0,AS21565,htcinc.net,"Horry Telephone Cooperative, Inc.",isp,US
2a03:2900:4000::,2a03:2900:7fff:ffff:ffff:ffff:ffff:ffff,2a03:2900:4000::,AS48823,hosting.de,Hosting.de GmbH,hosting,DE
2a12:7f42::,2a12:7f42:3fff:ffff:ffff:ffff:ffff:ffff,2a12:7f42::,AS212165,kvmka.ru,Alex Group LLC,hosting,RU
203.253.248.0,203.253.250.255,203.253.0.0,AS4766,kt.com,Korea Telecom,isp,KR
2800:244e:8000::,2800:244e:bfff:ffff:ffff:ffff:ffff:ffff,2800:244e:8000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
2400:40e9::,2400:40e9:3fff:ffff:ffff:ffff:ffff:ffff,2400:40e9::,AS4713,ntt.com,NTT Communications Corporation,isp,JP
2a03:39c6::,2a03:39c6:3fff:ffff:ffff:ffff:ffff:ffff,2a03:39c6::,AS43858,webaxys.com,WEBAXYS SAS,hosting,FR
65.119.228.0,65.119.255.255,65.119.0.0,AS209,lumen.com,"CenturyLink Communications, LLC",isp,US
2603:f689:4000::,2603:f689:7fff:ffff:ffff:ffff:ffff:ffff,2603:f689:4000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
103.5.132.0,103.5.135.255,103.5.0.0,AS55947,bbnl.co.in,Bangalore Broadband Network Pvt Ltd,business,IN
2a04:7b46:8000::,2a04:7b46:bfff:ffff:ffff:ffff:ffff:ffff,2a04:7b46:8000::,AS200003,tuev-nord.de,TUEV NORD Service GmbH & Co KG,business,DE
2001:aa0:c000::,2001:aa0:ffff:ffff:ffff:ffff:ffff:ffff,2001:aa0:c000::,AS3257,gtt.net,GTT Communications Inc.,isp,US
194.11.83.0,194.11.83.255,194.11.0.0,AS202829,wifisanctipetri.es,Luis Sanchez Martin,isp,ES
2a12:93c6:4000::,2a12:93c6:7fff:ffff:ffff:ffff:ffff:ffff,2a12:93c6:4000::,AS200370,farzaneganpars.ir,Farzanegan Pars Communications Company PJS,business,IR
240a:c899:c000::,240a:c899:ffff:ffff:ffff:ffff:ffff:ffff,240a:c899:c000::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
240c:4046::,240c:4046:3fff:ffff:ffff:ffff:ffff:ffff,240c:4046::,AS38365,baidu.com,"Beijing Baidu Netcom Science and Technology Co., Ltd.",education,CN
167.8.91.0,167.8.91.255,167.8.0.0,AS53377,tegna.com,TEGNA Inc.,business,US
2603:f9dd:4000::,2603:f9dd:7fff:ffff:ffff:ffff:ffff:ffff,2603:f9dd:4000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2603:fee0:c000::,2603:fee0:ffff:ffff:ffff:ffff:ffff:ffff,2603:fee0:c000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2804:486c:c000::,2804:486c:ffff:ffff:ffff:ffff:ffff:ffff,2804:486c:c000::,AS267120,brnet.psi.br,BR NET LTDA,business,BR
103.175.26.0,103.175.27.255,103.175.0.0,AS148973,epicup.com,EpicUp PTE LTD,business,SG
240a:a6d7::,240a:a6d7:3fff:ffff:ffff:ffff:ffff:ffff,240a:a6d7::,AS4538,cernet.edu.cn,China Education and Research Network Center,education,CN
2001:8f9c:4000::,2001:8f9c:7fff:ffff:ffff:ffff:ffff:ffff,2001:8f9c:4000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2a0b:37c4:8000::,2a0b:37c4:bfff:ffff:ffff:ffff:ffff:ffff,2a0b:37c4:8000::,AS205728,cf-it.at,AVAFIN IT GmbH,business,AT
240a:a2a3:4000::,240a:a2a3:7fff:ffff:ffff:ffff:ffff:ffff,240a:a2a3:4000::,AS4538,cernet.edu.cn,China Education and Research Network Center,education,CN
2803:de10:c000::,2803:de10:ffff:ffff:ffff:ffff:ffff:ffff,2803:de10:c000::,AS271978,linarestechnology.com.do,LINARES TECHNOLOGY SRL,isp,DO
202.176.8.0,202.176.11.255,202.176.0.0,AS23616,hitachi-systems.com,"Hitachi Systems, Ltd.",business,JP
2a00:88a0::,2a00:88a0:3fff:ffff:ffff:ffff:ffff:ffff,2a00:88a0::,AS25540,alphalink.fr,Alphalink SASU,isp,FR
2a13:8200::,2a13:8200:3fff:ffff:ffff:ffff:ffff:ffff,2a13:8200::,AS60781,leaseweb.com,LeaseWeb Netherlands B.V.,hosting,NL
195.230.149.0,195.230.159.255,195.230.0.0,AS6846,infocom.ua,"Joint Ukrainan-German Enterprise ""INFOCOM"" LLC",isp,UA
2409:8fe3:8000::,2409:8fe3:bfff:ffff:ffff:ffff:ffff:ffff,2409:8fe3:8000::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2408:4197:4000::,2408:4197:7fff:ffff:ffff:ffff:ffff:ffff,2408:4197:4000::,AS37963,alibabagroup.com,"Hangzhou Alibaba Advertising Co.,Ltd.",business,CN
2a0f:7a43:c000::,2a0f:7a43:ffff:ffff:ffff:ffff:ffff:ffff,2a0f:7a43:c000::,AS207858,q3x.kiev.ua,Dmytro Moiseiev,business,UA
2a0f:4a40:4000::,2a0f:4a40:7fff:ffff:ffff:ffff:ffff:ffff,2a0f:4a40:4000::,AS207922,azetel.net,AZETEL LLC,business,AZ
2409:4006::,2409:4006:3fff:ffff:ffff:ffff:ffff:ffff,2409:4006::,AS55836,jio.com,Reliance Jio Infocomm Limited,isp,IN
185.248.48.0,185.248.49.255,185.248.0.0,AS200017,ecolando.lt,UAB Ecolando,isp,LT
196.44.66.0,196.44.69.255,196.44.0.0,AS22750,bcsgroup.co.za,BCS Group (BCSNet),isp,ZA
2800:2224::,2800:2224:3fff:ffff:ffff:ffff:ffff:ffff,2800:2224::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
103.154.49.0,103.154.49.255,103.154.0.0,AS139009,windstreamcommunication.net,Windstream Communication Limited,isp,BD
2c0e:253a::,2c0e:253a:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:253a::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2003:f08:8000::,2003:f08:bfff:ffff:ffff:ffff:ffff:ffff,2003:f08:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
151.249.126.0,151.249.126.255,151.249.0.0,AS208045,domeneshop.no,Domeneshop AS,business,NO
193.242.108.0,193.242.108.255,193.242.0.0,AS60781,leaseweb.com,LeaseWeb Netherlands B.V.,hosting,NL
162.120.74.0,162.120.75.255,162.120.0.0,AS13576,sdncommunications.com,SOUTH DAKOTA NETWORK,isp,US
154.49.64.0,154.49.64.255,154.49.0.0,AS36180,cisco.com,Cisco IoT,business,US
2001:46c5:8000::,2001:46c5:bfff:ffff:ffff:ffff:ffff:ffff,2001:46c5:8000::,AS2119,telenor.no,Telenor Norge AS,isp,NO
2c0e:272::,2c0e:272:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:272::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
185.148.176.0,185.148.179.255,185.148.0.0,AS25400,chess.no,Telia Norge AS,isp,NO
2003:10e9:c000::,2003:10e9:ffff:ffff:ffff:ffff:ffff:ffff,2003:10e9:c000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
103.228.250.0,103.228.251.255,103.228.0.0,AS136374,microtalkbroadband.com,Microtalk Communications Pvt Ltd,isp,IN
2a0f:9784:c000::,2a0f:9784:ffff:ffff:ffff:ffff:ffff:ffff,2a0f:9784:c000::,AS202550,glutec.net,"GLU TECHNOLOGIES, S.L.",business,ES
200.47.98.0,200.47.98.255,200.47.0.0,AS7908,bt.com,SENCINET LATAM ARGENTINA SA,business,AR
2601:1b0:4000::,2601:1b0:7fff:ffff:ffff:ffff:ffff:ffff,2601:1b0:4000::,AS7015,comcast.com,"Comcast Cable Communications, LLC",isp,US
2003:1951:8000::,2003:1951:bfff:ffff:ffff:ffff:ffff:ffff,2003:1951:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
23.158.24.0,23.158.24.255,23.158.0.0,AS197767,zgovps.com,"ZgoShop, Inc.",hosting,US
66.203.96.0,66.203.97.255,66.203.0.0,AS13330,corelogic.com,"Corelogic Solutions, LLC",business,US
2003:998:8000::,2003:998:bfff:ffff:ffff:ffff:ffff:ffff,2003:998:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
75.50.0.0,75.50.255.255,75.50.0.0,AS7018,att.com,"AT&T Services, Inc.",isp,US
2409:4298:8000::,2409:4298:bfff:ffff:ffff:ffff:ffff:ffff,2409:4298:8000::,AS55836,jio.com,Reliance Jio Infocomm Limited,isp,IN
2603:2b3e:8000::,2603:2b3e:bfff:ffff:ffff:ffff:ffff:ffff,2603:2b3e:8000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a02:88a6:8000::,2a02:88a6:bfff:ffff:ffff:ffff:ffff:ffff,2a02:88a6:8000::,AS5089,virginmedia.com,Virgin Media Limited,isp,GB
143.58.128.0,143.58.255.255,143.58.0.0,AS56478,hyperoptic.com,Hyperoptic Ltd,isp,GB
103.254.204.0,103.254.205.255,103.254.0.0,AS58965,zeonet.co.in,ANJANI BROADBAND SOLUTIONS PVT.LTD.,isp,IN
2c0e:2042::,2c0e:2042:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:2042::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2001:548b:c000::,2001:548b:ffff:ffff:ffff:ffff:ffff:ffff,2001:548b:c000::,AS1273,vodafone.com,Vodafone Group PLC,isp,EU
240a:ad08:4000::,240a:ad08:7fff:ffff:ffff:ffff:ffff:ffff,240a:ad08:4000::,AS4538,cernet.edu.cn,China Education and Research Network Center,education,CN
240a:a46b:c000::,240a:a46b:ffff:ffff:ffff:ffff:ffff:ffff,240a:a46b:c000::,AS4538,cernet.edu.cn,China Education and Research Network Center,education,CN
199.193.96.0,199.193.99.255,199.193.0.0,AS398844,comelecservices.com,"COMELEC SERVICES, INC",isp,US
193.16.146.0,193.16.146.255,193.16.0.0,AS3308,teliacompany.com,Telia Company AB,isp,SE
152.253.0.0,152.253.255.255,152.253.0.0,AS26599,telefonica.com.br,TELEFÔNICA BRASIL S.A,isp,BR
2a06:2602:22::,2a06:2602:27:ffff:ffff:ffff:ffff:ffff,2a06:2602::,AS51088,a2b-internet.com,A2B IP B.V.,hosting,NL
2408:8956:4630::,2408:8956:463f:ffff:ffff:ffff:ffff:ffff,2408:8956:4000::,AS17816,chinaunicom.cn,China Unicom IP network China169 Guangdong province,isp,CN
2003:ae8:4000::,2003:ae8:7fff:ffff:ffff:ffff:ffff:ffff,2003:ae8:4000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
240e:268:4000::,240e:268:7fff:ffff:ffff:ffff:ffff:ffff,240e:268:4000::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
240e:c95:8000::,240e:c95:bfff:ffff:ffff:ffff:ffff:ffff,240e:c95:8000::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
162.247.208.0,162.247.215.255,162.247.0.0,AS40237,united.net,United Telephone Company,isp,US
89.186.24.0,89.186.27.255,89.186.0.0,AS39716,fiberplay.pl,Artur Sienkiewicz,isp,PL
2804:34e4:4000::,2804:34e4:7fff:ffff:ffff:ffff:ffff:ffff,2804:34e4:4000::,AS264985,lunetech.com.br,silva souza comercio e serviço de informatica ltda,business,BR
2c0e:c7d:c000::,2c0e:c7d:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:c7d:c000::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
203.176.158.0,203.176.159.255,203.176.0.0,AS45881,cardgate.net,CardGate.net Pty Ltd,business,AU
194.119.86.0,194.119.89.255,194.119.0.0,AS3296,societegenerale.com,Societe Generale S.A.,business,FR
115.124.94.0,115.124.95.255,115.124.0.0,AS38511,tachyon.net.id,PT Remala Abadi,isp,ID
157.119.200.0,157.119.201.255,157.119.0.0,AS135269,fastfortechnologies.com,Fast 4 Technologies,isp,IN
192.208.128.0,192.208.157.255,192.208.0.0,AS10546,msstate.edu,Mississippi State University,education,US
103.154.29.0,103.154.29.255,103.154.0.0,AS141002,ntq.com.au,Network Technologies Queensland Pty Ltd,business,AU
2601:8b4:8000::,2601:8b4:bfff:ffff:ffff:ffff:ffff:ffff,2601:8b4:8000::,AS33661,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a0b:89c1:8000::,2a0b:89c1:bfff:ffff:ffff:ffff:ffff:ffff,2a0b:89c1:8000::,AS3214,xtom.com,xTom GmbH,hosting,DE
2003:74a:8000::,2003:74a:bfff:ffff:ffff:ffff:ffff:ffff,2003:74a:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
2403:1a00:4::,2403:1a00:5:ffff:ffff:ffff:ffff:ffff,2403:1a00::,AS45723,omadata.com,"Omadata Indonesia, PT",business,ID
2a10:ee47:c000::,2a10:ee47:ffff:ffff:ffff:ffff:ffff:ffff,2a10:ee47:c000::,AS47787,edgoo.com,EDGOO NETWORKS LLC,business,US
2804:477c:8000::,2804:477c:bfff:ffff:ffff:ffff:ffff:ffff,2804:477c:8000::,AS267057,infotecvb.com.br,INFOTEC INTERNET E TELECOMUNICACOES LTDA,isp,BR
66.82.125.0,66.82.128.255,66.82.0.0,AS6621,hughes.com,"Hughes Network Systems, LLC",isp,US
2804:4394::,2804:4394:3fff:ffff:ffff:ffff:ffff:ffff,2804:4394::,AS267577,msmonline.com.br,AAJM INFORMATICA E COMUNICACAO LTDA - ME,business,BR
77.26.0.0,77.26.255.255,77.26.0.0,AS12334,cablegalicia.com,"R Cable y Telecable Telecomunicaciones, S.A.U.",isp,ES
2804:85d8:c000::,2804:85d8:ffff:ffff:ffff:ffff:ffff:ffff,2804:85d8:c000::,AS272604,waninternet.com.br,WAN INTERNET,business,BR
148.59.29.0,148.59.30.255,148.59.0.0,AS62887,whitesky.us,"WhiteSky Communications, LLC.",business,US
2c0e:2d56:4000::,2c0e:2d56:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:2d56:4000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2001:8bb4::,2001:8bb4:3fff:ffff:ffff:ffff:ffff:ffff,2001:8bb4::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2a0a:4945:c000::,2a0a:4945:ffff:ffff:ffff:ffff:ffff:ffff,2a0a:4945:c000::,AS208972,gibir.net.tr,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,hosting,TR
2603:2c00:8000::,2603:2c00:bfff:ffff:ffff:ffff:ffff:ffff,2603:2c00:8000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a03:3cc3:4000::,2a03:3cc3:7fff:ffff:ffff:ffff:ffff:ffff,2a03:3cc3:4000::,AS50596,itnet33.ru,Informatsionnye Tekhnologii LLC,isp,RU
2603:256e::,2603:256e:3fff:ffff:ffff:ffff:ffff:ffff,2603:256e::,AS7016,comcast.com,"Comcast Cable Communications, LLC",isp,US
2400:269a:c000::,2400:269a:ffff:ffff:ffff:ffff:ffff:ffff,2400:269a:c000::,AS17676,softbank.jp,SoftBank Corp.,isp,JP
2c0e:da6::,2c0e:da6:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:da6::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
2403:7300:4000::,2403:7300:7fff:ffff:ffff:ffff:ffff:ffff,2403:7300:4000::,AS55891,jw.org,WATCH TOWER BIBLE AND TRACT SOCIETY,isp,JP
2a11:3bc2:8000::,2a11:3bc2:bfff:ffff:ffff:ffff:ffff:ffff,2a11:3bc2:8000::,AS212238,datacamp.co.uk,Datacamp Limited,hosting,GB
2c0e:2e2b::,2c0e:2e2b:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:2e2b::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
240a:a8b3::,240a:a8b3:3fff:ffff:ffff:ffff:ffff:ffff,240a:a8b3::,AS4538,cernet.edu.cn,China Education and Research Network Center,education,CN
198.133.255.0,198.133.255.255,198.133.0.0,AS22643,wested.org,WestEd,business,US
2001:53ed:8000::,2001:53ed:bfff:ffff:ffff:ffff:ffff:ffff,2001:53ed:8000::,AS1273,vodafone.com,Vodafone Group PLC,isp,EU
125.122.0.0,125.122.11.255,125.122.0.0,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2a0a:3082:4000::,2a0a:3082:7fff:ffff:ffff:ffff:ffff:ffff,2a0a:3082:4000::,AS203020,hostroyale.com,HostRoyale Technologies Pvt Ltd,hosting,IN
103.244.246.0,103.244.246.255,103.244.0.0,AS58795,ftdlsg.com,"1 North Bridge, Road # 19-09,",business,SG
2a00:1619:4000::,2a00:1619:7fff:ffff:ffff:ffff:ffff:ffff,2a00:1619:4000::,AS12577,mmc.at,MMC GmbH,isp,AT
2a02:88c4:4000::,2a02:88c4:7fff:ffff:ffff:ffff:ffff:ffff,2a02:88c4:4000::,AS5089,virginmedia.com,Virgin Media Limited,isp,GB
2600:68ab:c000::,2600:68ab:ffff:ffff:ffff:ffff:ffff:ffff,2600:68ab:c000::,AS7155,viasat.com,"ViaSat,Inc.",isp,US
162.217.20.0,162.217.23.255,162.217.0.0,AS25787,roweinternet.com,Rowe Wireless Networks LLC,business,US
2601:96a2:4000::,2601:96a2:7fff:ffff:ffff:ffff:ffff:ffff,2601:96a2:4000::,AS26810,hhs.gov,U.S. Dept. of Health and Human Services,business,US
2a07:9380::,2a07:9380:3fff:ffff:ffff:ffff:ffff:ffff,2a07:9380::,AS50840,hitme.pl,Marek Bajerski trading as HITME.PL,hosting,PL
2804:6a58::,2804:6a58:3fff:ffff:ffff:ffff:ffff:ffff,2804:6a58::,AS270330,,PORTAL NET TELECOMUNICACOES LTDA,isp,BR
2603:f68e:8000::,2603:f68e:bfff:ffff:ffff:ffff:ffff:ffff,2603:f68e:8000::,AS397165,digitalworkspaces.com,EpicUp Holdings Inc,business,US
2601:519:8000::,2601:519:bfff:ffff:ffff:ffff:ffff:ffff,2601:519:8000::,AS33653,comcast.com,"Comcast Cable Communications, LLC",isp,US
240a:e47a:4000::,240a:e47a:7fff:ffff:ffff:ffff:ffff:ffff,240a:e47a:4000::,AS148000,dns.nic.in,1.10.10.10 - Indian Public DNS,business,IN
2400:432c:4000::,2400:432c:7fff:ffff:ffff:ffff:ffff:ffff,2400:432c:4000::,AS4713,ntt.com,NTT Communications Corporation,isp,JP
185.61.204.0,185.61.207.255,185.61.0.0,AS201843,ibersontel.com,IBERSONTEL SOLUCIONES MOVILES S.L.,isp,ES
2804:82cc:c000::,2804:82cc:ffff:ffff:ffff:ffff:ffff:ffff,2804:82cc:c000::,AS272157,proinfomt.com.br,Marmos e Marmos Ltda,business,BR
2601:be9::,2601:be9:3fff:ffff:ffff:ffff:ffff:ffff,2601:be9::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2605:6840::,2605:6840:3fff:ffff:ffff:ffff:ffff:ffff,2605:6840::,AS398041,xcdtelecom.com,XCD Telecom,isp,CA
2003:c9::,2003:c9:3fff:ffff:ffff:ffff:ffff:ffff,2003:c9::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
47.59.0.0,47.59.255.255,47.59.0.0,AS12430,vodafone.es,VODAFONE ESPANA S.A.U.,isp,ES
2603:27ea:4000::,2603:27ea:7fff:ffff:ffff:ffff:ffff:ffff,2603:27ea:4000::,AS7725,comcast.com,"Comcast Cable Communications, LLC",isp,US
2001:53d5:4000::,2001:53d5:7fff:ffff:ffff:ffff:ffff:ffff,2001:53d5:4000::,AS1273,vodafone.com,Vodafone Group PLC,isp,EU
45.116.80.0,45.116.83.255,45.116.0.0,AS54994,meteversecloud.com,Meteverse Limited.,isp,CA
2a0e:c081:4000::,2a0e:c081:7fff:ffff:ffff:ffff:ffff:ffff,2a0e:c081:4000::,AS6768,eurotele.com.ua,"""EUROTELE-PLUS"" LLC",business,UA
89.117.5.0,89.117.5.255,89.117.0.0,AS212609,simoresta.lt,"Karolio IT paslaugos, UAB",isp,LT
2a01:284c:4000::,2a01:284c:7fff:ffff:ffff:ffff:ffff:ffff,2a01:284c:4000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
107.0.198.0,107.0.200.255,107.0.0.0,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
103.176.76.0,103.176.76.255,103.176.0.0,AS136052,idcloudhost.com,PT Cloud Hosting Indonesia,hosting,ID
2400:40ec:4000::,2400:40ec:7fff:ffff:ffff:ffff:ffff:ffff,2400:40ec:4000::,AS4713,ntt.com,NTT Communications Corporation,isp,JP
2a04:d3c3:c000::,2a04:d3c3:ffff:ffff:ffff:ffff:ffff:ffff,2a04:d3c3:c000::,AS61155,cubit.at,CUBiT IT Solutions GmbH,business,AT
185.139.228.0,185.139.228.255,185.139.0.0,AS36007,kamatera.com,"Kamatera, Inc.",hosting,US
185.59.196.0,185.59.199.255,185.59.0.0,AS201894,fleximus.com,FLEXIMUS BVBA,business,BE
2400:23dd:c000::,2400:23dd:ffff:ffff:ffff:ffff:ffff:ffff,2400:23dd:c000::,AS17676,softbank.jp,SoftBank Corp.,isp,JP
240c:cfd8:8000::,240c:cfd8:bfff:ffff:ffff:ffff:ffff:ffff,240c:cfd8:8000::,AS23910,cernet.edu.cn,China Next Generation Internet CERNET2,education,CN
2c0e:4e2:4000::,2c0e:4e2:7fff:ffff:ffff:ffff:ffff:ffff,2c0e:4e2:4000::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
2a05:f947::,2a05:f947:3fff:ffff:ffff:ffff:ffff:ffff,2a05:f947::,AS39647,redhosting.nl,Enreach Netherlands B.V.,hosting,NL
84.204.225.0,84.204.225.255,84.204.0.0,AS16321,aiconet.ru,Aiconet Ltd.,isp,RU
103.255.31.0,103.255.31.255,103.255.0.0,AS45671,serversaustralia.com.au,Wholesale Services Provider,hosting,AU
45.151.172.0,45.151.175.255,45.151.0.0,AS57878,prager-it.com,Prager Connect GmbH,hosting,AT
